Date,Close
,VDC
2004-01-30,30.763450622558594
2004-02-02,30.781665802001953
2004-02-03,30.781665802001953
2004-02-04,31.20684814453125
2004-02-05,31.273639678955078
2004-02-06,31.534809112548828
2004-02-09,31.625917434692383
2004-02-10,31.70488166809082
2004-02-11,31.619844436645508
2004-02-12,31.747394561767578
2004-02-13,31.638072967529297
2004-02-17,31.86886978149414
2004-02-18,31.844579696655273
2004-02-19,32.05714797973633
2004-02-20,32.1604118347168
2004-02-23,32.35476303100586
2004-02-24,32.03893280029297
2004-02-25,32.24543762207031
2004-02-26,32.336544036865234
2004-02-27,32.52483367919922
2004-03-01,32.786006927490234
2004-03-02,32.52483367919922
2004-03-03,32.59772491455078
2004-03-04,32.55519485473633
2004-03-05,32.603797912597656
2004-03-08,32.6098518371582
2004-03-09,32.603797912597656
2004-03-10,32.53696060180664
2004-03-11,31.959978103637695
2004-03-12,31.911388397216797
2004-03-15,31.583417892456055
2004-03-16,31.55303382873535
2004-03-17,32.014625549316406
2004-03-18,31.96604347229004
2004-03-19,31.887086868286133
2004-03-22,31.534809112548828
2004-03-23,31.522655487060547
2004-03-24,31.328311920166016
2004-03-25,31.856725692749023
2004-03-26,31.717041015625
2004-03-29,32.02677917480469
2004-03-30,32.202911376953125
2004-03-31,32.32440185546875
2004-04-01,32.28795623779297
2004-04-02,32.28187942504883
2004-04-05,32.45195007324219
2004-04-06,32.54913330078125
2004-04-07,32.488380432128906
2004-04-08,32.34870147705078
2004-04-12,32.45801544189453
2004-04-13,32.190773010253906
2004-04-14,32.14218521118164
2004-04-15,32.464080810546875
2004-04-16,32.658470153808594
2004-04-19,32.755638122558594
2004-04-20,32.864959716796875
2004-04-21,32.61595153808594
2004-04-22,32.895320892333984
2004-04-23,32.950008392333984
2004-04-26,32.96821594238281
2004-04-27,32.99859619140625
2004-04-28,32.66453170776367
2004-04-29,32.71918869018555
2004-04-30,32.87711715698242
2004-05-03,32.98036575317383
2004-05-04,32.858882904052734
2004-05-05,32.98643493652344
2004-05-06,32.79206848144531
2004-05-07,32.603797912597656
2004-05-10,32.28795623779297
2004-05-11,32.202911376953125
2004-05-12,32.05714797973633
2004-05-13,31.917461395263672
2004-05-14,32.081451416015625
2004-05-17,31.905303955078125
2004-05-18,32.03893280029297
2004-05-19,31.947830200195312
2004-05-20,31.93568229675293
2004-05-21,31.929601669311523
2004-05-24,31.674514770507812
2004-05-25,31.89924430847168
2004-05-26,32.269737243652344
2004-05-27,32.561275482177734
2004-05-28,32.52483367919922
2004-06-01,32.421573638916016
2004-06-02,32.755638122558594
2004-06-03,32.70703125
2004-06-04,32.74955368041992
2004-06-07,33.0107307434082
2004-06-08,33.138282775878906
2004-06-09,33.03502655029297
2004-06-10,33.00465774536133
2004-06-14,32.871036529541016
2004-06-15,33.00465774536133
2004-06-16,33.065399169921875
2004-06-17,32.97427749633789
2004-06-18,32.822452545166016
2004-06-21,33.02896499633789
2004-06-22,33.04716873168945
2004-06-23,33.04716873168945
2004-06-24,32.943904876708984
2004-06-25,32.883182525634766
2004-06-28,32.767791748046875
2004-06-29,32.79206848144531
2004-06-30,32.895320892333984
2004-07-01,32.71918869018555
2004-07-02,32.61595153808594
2004-07-06,32.59772491455078
2004-07-07,32.640235900878906
2004-07-08,32.59772491455078
2004-07-09,32.68274688720703
2004-07-12,32.53089904785156
2004-07-13,32.73133850097656
2004-07-14,32.68882751464844
2004-07-15,32.603797912597656
2004-07-16,32.53089904785156
2004-07-19,32.45801544189453
2004-07-20,32.45801544189453
2004-07-21,32.14218521118164
2004-07-22,31.723102569580078
2004-07-23,31.413333892822266
2004-07-26,31.310089111328125
