Date,Close
,QQQ
2000-01-03,80.13130187988281
2000-01-04,74.63414764404297
2000-01-05,72.73130798339844
2000-01-06,67.736328125
2000-01-07,76.11421203613281
2000-01-10,78.22845458984375
2000-01-11,74.42276763916016
2000-01-12,72.78417205810547
2000-01-13,77.17133331298828
2000-01-14,78.96844482421875
2000-01-18,79.39131927490234
2000-01-19,81.18846130371094
2000-01-20,80.39559173583984
2000-01-21,81.39989471435547
2000-01-24,77.48841857910156
2000-01-25,78.65133666992188
2000-01-26,75.47989654541016
2000-01-27,76.5898666381836
2000-01-28,72.73130798339844
2000-01-31,75.84986877441406
2000-02-01,77.88490295410156
2000-02-02,78.54560852050781
2000-02-03,81.6113052368164
2000-02-04,82.16629028320312
2000-02-07,83.30271911621094
2000-02-08,86.79132843017578
2000-02-09,83.7255859375
2000-02-10,86.47413635253906
2000-02-11,84.46556854248047
2000-02-14,84.35987091064453
2000-02-15,84.96770477294922
2000-02-16,84.5712890625
2000-02-17,86.36845397949219
2000-02-18,83.24987030029297
2000-02-22,83.51414489746094
2000-02-23,88.16555786132812
2000-02-24,90.06844329833984
2000-02-25,88.00698852539062
2000-02-28,87.95419311523438
2000-02-29,90.27985382080078
2000-03-01,91.01986694335938
2000-03-02,88.91216278076172
2000-03-03,93.92699432373047
2000-03-06,94.6669692993164
2000-03-07,93.2398681640625
2000-03-08,94.0855484008789
2000-03-09,97.2569808959961
2000-03-10,96.83413696289062
2000-03-13,94.29695892333984
2000-03-14,90.80843353271484
2000-03-15,87.00271606445312
2000-03-16,91.97126007080078
2000-03-17,93.7155532836914
2000-03-20,91.07272338867188
2000-03-21,94.5084228515625
2000-03-22,96.41128540039062
2000-03-23,98.10272216796875
2000-03-24,99.42414093017578
2000-03-27,99.58273315429688
2000-03-28,97.0455551147461
2000-03-29,93.0284423828125
2000-03-30,90.70269012451172
2000-03-31,92.60558319091797
2000-04-03,87.05557250976562
2000-04-04,86.20986938476562
2000-04-05,84.67701721191406
2000-04-06,86.68558502197266
2000-04-07,90.17414093017578
2000-04-10,84.67701721191406
