Date,Close
,NZD
2009-06-22,158.9600067138672
2009-06-23,156.2899932861328
2009-06-24,156.2899932861328
2009-06-25,154.9499969482422
2009-06-26,154.8800048828125
2009-06-29,153.60000610351562
2009-06-30,154.86000061035156
2009-07-01,156.4199981689453
2009-07-02,159.1699981689453
2009-07-06,157.0500030517578
2009-07-07,159.00999450683594
2009-07-08,159.74000549316406
2009-07-09,158.7899932861328
2009-07-10,159.35000610351562
2009-07-13,158.13999938964844
2009-07-14,156.52999877929688
2009-07-15,154.1300048828125
2009-07-16,154.17999267578125
2009-07-17,155.1300048828125
2009-07-20,152.05999755859375
2009-07-21,151.9600067138672
2009-07-22,151.85000610351562
2009-07-23,152.97999572753906
2009-07-24,152.47000122070312
2009-07-27,152.25999450683594
2009-07-28,152.02000427246094
2009-07-29,152.08999633789062
2009-07-30,153.33999633789062
2009-07-31,151.10000610351562
2009-08-03,149.6300048828125
2009-08-04,148.47999572753906
2009-08-05,148.61000061035156
2009-08-06,149.10000610351562
2009-08-07,148.8300018310547
2009-08-10,147.7899932861328
2009-08-11,149.91000366210938
2009-08-12,148.8300018310547
2009-08-13,147.25
2009-08-14,147.47000122070312
2009-08-17,149.77000427246094
2009-08-18,148.1699981689453
2009-08-19,148.36000061035156
2009-08-20,147.6999969482422
2009-08-21,146.41000366210938
2009-08-24,145.9600067138672
2009-08-25,146.08999633789062
2009-08-26,146.74000549316406
2009-08-27,145.47999572753906
2009-08-28,146.16000366210938
2009-08-31,145.9600067138672
2009-09-01,147.86000061035156
2009-09-02,148.61000061035156
2009-09-03,147.60000610351562
2009-09-04,145.5
2009-09-08,143.63999938964844
2009-09-09,143.72000122070312
2009-09-10,142.0500030517578
2009-09-11,141.33999633789062
2009-09-14,142.6300048828125
2009-09-15,141.82000732421875
2009-09-16,140.0399932861328
2009-09-17,140.7100067138672
2009-09-18,141.0
2009-09-21,141.47999572753906
2009-09-22,139.08999633789062
2009-09-23,138.94000244140625
2009-09-24,139.7100067138672
2009-09-25,139.02999877929688
2009-09-28,139.5800018310547
2009-09-29,140.0
2009-09-30,138.22000122070312
2009-10-01,139.89999389648438
2009-10-02,139.67999267578125
2009-10-05,136.89999389648438
2009-10-06,136.17999267578125
2009-10-07,135.8000030517578
2009-10-08,134.61000061035156
2009-10-09,136.24000549316406
2009-10-12,136.39999389648438
2009-10-13,135.25999450683594
2009-10-14,135.19000244140625
2009-10-15,134.32000732421875
2009-10-16,134.91000366210938
