Date,Close
,IYR
2000-06-19,12.974584579467773
2000-06-20,13.029573440551758
2000-06-21,13.09322738647461
2000-06-22,13.099010467529297
2000-06-23,13.099010467529297
2000-06-26,12.916722297668457
2000-06-27,13.10190486907959
2000-06-28,13.10190486907959
2000-06-29,13.10190486907959
2000-06-30,13.10190486907959
2000-07-03,13.177143096923828
2000-07-05,13.298664093017578
2000-07-06,13.339176177978516
2000-07-07,13.437555313110352
2000-07-10,13.425982475280762
2000-07-11,13.420193672180176
2000-07-12,13.356535911560059
2000-07-13,13.344964981079102
2000-07-14,13.316023826599121
2000-07-17,13.373893737792969
2000-07-18,13.414407730102539
2000-07-19,13.367709159851074
2000-07-20,13.385221481323242
2000-07-21,13.57785701751709
2000-07-24,13.68876838684082
2000-07-25,13.68293285369873
2000-07-26,13.878484725952148
2000-07-27,14.033182144165039
2000-07-28,14.030256271362305
2000-07-31,13.933940887451172
2000-08-01,14.228726387023926
2000-08-02,14.254995346069336
2000-08-03,14.149919509887695
2000-08-04,13.92809772491455
2000-08-07,13.92809772491455
2000-08-08,13.951454162597656
2000-08-09,13.963126182556152
2000-08-10,14.033182144165039
2000-08-11,14.056524276733398
2000-08-14,14.091544151306152
2000-08-15,14.009828567504883
2000-08-16,14.056524276733398
2000-08-17,14.076951026916504
2000-08-18,13.951454162597656
2000-08-21,13.898914337158203
2000-08-22,13.939773559570312
2000-08-23,13.788005828857422
2000-08-24,13.691680908203125
2000-08-25,13.67125129699707
2000-08-28,13.691680908203125
2000-08-29,13.566186904907227
2000-08-30,13.636226654052734
2000-08-31,13.723793029785156
2000-09-01,13.64206600189209
2000-09-05,13.729625701904297
2000-09-06,13.837621688842773
2000-09-07,13.823029518127441
2000-09-08,14.085708618164062
2000-09-11,14.167434692382812
2000-09-12,14.231644630432129
2000-09-13,14.196623802185059
2000-09-14,14.173274993896484
2000-09-15,14.184943199157715
2000-09-18,13.992310523986816
2000-09-19,14.03609848022461
2000-09-20,14.009828567504883
2000-09-21,13.99815559387207
2000-09-22,13.99815559387207
2000-09-25,13.981797218322754
2000-09-26,14.037848472595215
2000-09-27,14.121906280517578
2000-09-28,14.177939414978027
2000-09-29,14.149919509887695
2000-10-02,14.019165992736816
2000-10-03,13.841707229614258
2000-10-04,13.645576477050781
2000-10-05,13.71094799041748
