Date,EEM,EWC,EWJ,IEUR,SPLG
2021-12-06,44.69133377075195,,62.42375946044922,49.825958251953125,50.874542236328125
2021-12-07,45.398414611816406,,63.87783432006836,50.819828033447266,51.921268463134766
2021-12-08,45.579715728759766,,63.803733825683594,50.93417739868164,52.09100341796875
2021-12-09,45.36215591430664,,63.28509521484375,50.45922088623047,51.73267364501953
2021-12-10,45.398414611816406,,63.37770080566406,50.626338958740234,52.2230224609375
2021-12-13,44.67845153808594,,62.76589584350586,50.108856201171875,51.760955810546875
2021-12-14,44.577301025390625,,62.690826416015625,49.734771728515625,51.383766174316406
2021-12-15,44.448570251464844,,63.769927978515625,50.37605285644531,52.20417022705078
2021-12-16,44.503746032714844,,63.84499740600586,50.47402572631836,51.74209976196289
2021-12-17,44.28306579589844,,63.066165924072266,49.77040100097656,51.204593658447266
2021-12-20,43.62102508544922,,62.531314849853516,49.77040100097656,50.6585578918457
2021-12-21,44.35662841796875,,62.89727020263672,50.41168212890625,51.54831314086914
2021-12-22,44.56810760498047,,63.00048828125,51.079681396484375,52.06888961791992
2021-12-23,44.79799270629883,,63.24447250366211,51.37360382080078,52.390708923339844
2021-12-27,45.000274658203125,,63.18814468383789,51.952537536621094,53.12901306152344
2021-12-28,44.853153228759766,,63.26321792602539,52.0237922668457,53.07223129272461
2021-12-29,44.6508674621582,,62.962955474853516,52.11285400390625,53.15741729736328
2021-12-30,45.162376403808594,,62.78466796875,51.90505599975586,53.00597381591797
2021-12-31,44.94157791137695,,62.83158493041992,51.869384765625,52.84505081176758
2022-01-03,45.26357650756836,,62.89727020263672,52.3331413269043,53.18580627441406
2022-01-04,45.107173919677734,,63.723018646240234,52.44907760620117,53.16687774658203
2022-01-05,44.371185302734375,,63.43212127685547,52.012081146240234,52.13515090942383
2022-01-06,44.573585510253906,,62.962955474853516,51.798038482666016,52.08781814575195
2022-01-07,44.97837829589844,,62.5594596862793,52.07450866699219,51.88905334472656
2022-01-10,44.97837829589844,,62.409332275390625,51.40562438964844,51.80386734008789
2022-01-11,46.01797103881836,,62.89727020263672,51.976402282714844,52.286598205566406
2022-01-12,46.78156280517578,,63.798072814941406,52.42231750488281,52.447505950927734
2022-01-13,46.119171142578125,,63.16000747680664,52.11017608642578,51.71867752075195
2022-01-14,46.100765228271484,,63.08494567871094,51.95856857299805,51.70921325683594
2022-01-18,45.281978607177734,,62.090293884277344,51.19158935546875,50.80052947998047
2022-01-19,45.47517776489258,,61.32084655761719,51.316444396972656,50.29887008666992
2022-01-20,45.741973876953125,,61.048728942871094,50.9686279296875,49.740421295166016
2022-01-21,45.0795783996582,,60.814144134521484,50.183807373046875,48.75601577758789
2022-01-24,44.444786071777344,,60.55140686035156,49.43465805053711,48.94533157348633
2022-01-25,44.36198806762695,,60.33559036254883,49.122520446777344,48.377410888671875
2022-01-26,43.80078887939453,,59.50046157836914,49.220619201660156,48.24489974975586
2022-01-27,43.2947998046875,,58.65595245361328,49.14927291870117,48.00826644897461
2022-01-28,43.50639343261719,,58.88115310668945,49.30980682373047,49.20089340209961
2022-01-31,44.932376861572266,,60.129154205322266,50.06786346435547,50.0811767578125
2022-02-01,45.20838165283203,,60.147918701171875,50.67431640625,50.45978546142578
2022-02-02,45.13478088378906,,61.0675048828125,50.97754669189453,50.904659271240234
2022-02-03,44.6563835144043,,59.791351318359375,50.26407241821289,49.740421295166016
2022-02-04,44.766780853271484,,60.260520935058594,50.10354232788086,49.96758270263672
2022-02-07,44.67478561401367,,60.29805374145508,50.17488479614258,49.76881790161133
2022-02-08,45.107173919677734,,60.645240783691406,50.31758117675781,50.194766998291016
2022-02-09,45.815574645996094,,61.48036575317383,51.16482925415039,50.9235954284668
2022-02-10,45.51197814941406,,60.504493713378906,50.558380126953125,50.014915466308594
2022-02-11,44.821990966796875,,60.01654815673828,49.61302947998047,49.03997802734375
2022-02-14,44.50918960571289,,60.01654815673828,49.10468673706055,48.87907409667969
2022-02-15,45.47517776489258,,60.68277359008789,50.192726135253906,49.636295318603516
2022-02-16,45.806373596191406,,60.692161560058594,50.406761169433594,49.72148895263672
2022-02-17,45.27277755737305,,59.80073165893555,49.53276824951172,48.67082977294922
2022-02-18,44.821990966796875,,59.70690155029297,49.21170425415039,48.33008575439453
2022-02-22,44.187191009521484,,59.22834014892578,48.45363998413086,47.8189582824707
2022-02-23,43.6719970703125,,58.6184196472168,48.06122970581055,46.96706771850586
2022-02-24,42.77040100097656,,58.28061294555664,47.16047286987305,47.658050537109375
2022-02-25,43.56159591674805,,59.6318244934082,48.54281997680664,48.70869827270508
2022-02-28,42.9911994934082,,59.05943298339844,47.44586181640625,48.59510803222656
2022-03-01,42.42080307006836,,58.252464294433594,46.17052459716797,47.8568229675293
2022-03-02,42.49440383911133,,58.44951629638672,46.79481887817383,48.73708724975586
2022-03-03,41.89641189575195,,58.15863037109375,45.5640754699707,48.519386291503906
2022-03-04,41.050018310546875,,57.40795135498047,43.6377067565918,48.13130569458008
2022-03-07,39.513633728027344,,55.390506744384766,42.17509078979492,46.71150588989258
2022-03-08,39.64242935180664,,54.592918395996094,43.173946380615234,46.361289978027344
2022-03-09,40.76482009887695,,56.06611633300781,45.421382904052734,47.553924560546875
2022-03-10,40.001224517822266,,55.8315315246582,44.565216064453125,47.383548736572266
2022-03-11,39.16403579711914,,54.930721282958984,44.154972076416016,46.77775955200195
2022-03-14,38.21644973754883,,55.00578689575195,44.984378814697266,46.437015533447266
2022-03-15,38.27164077758789,,55.90659713745117,45.278690338134766,47.449806213378906
2022-03-16,41.35361862182617,,57.154598236083984,47.05345153808594,48.47206497192383
2022-03-17,41.14202117919922,,57.689453125,47.347755432128906,49.11570739746094
2022-03-18,41.730812072753906,,58.43075180053711,47.775840759277344,49.617366790771484
2022-03-21,41.08681869506836,,58.411983489990234,47.29424285888672,49.61480712890625
2022-03-22,41.83201599121094,,58.59026336669922,47.89177703857422,50.19404220581055
2022-03-23,41.55600357055664,,58.243080139160156,47.05345153808594,49.57682418823242
2022-03-24,41.77680969238281,,58.88115310668945,47.32100296020508,50.279510498046875
2022-03-25,41.44561004638672,,58.87177276611328,47.3834342956543,50.56437683105469
2022-03-28,41.58361053466797,,57.98971939086914,47.43693542480469,50.906219482421875
2022-03-29,42.29200744628906,,59.13450622558594,48.61417007446289,51.5614128112793
2022-03-30,42.17240524291992,,58.515201568603516,48.569576263427734,51.21007537841797
2022-03-31,41.53761291503906,,57.811439514160156,47.62423324584961,50.45042037963867
2022-04-01,42.22761154174805,,58.11170959472656,48.1414909362793,50.59286117553711
2022-04-04,42.97279739379883,,58.58087921142578,48.18608474731445,51.02016067504883
2022-04-05,42.18159866333008,,57.0513801574707,47.73125457763672,50.36496353149414
